sensor_id,device_id,timestamp,reading_type,reading_value,unit
sensor_0020,device_004,2025-10-24T14:09:13.940281,error_type,90.61,C
sensor_0019,device_002,2025-10-28T18:03:13.940295,temperature,36.4,g
sensor_0035,device_008,2025-10-29T08:48:13.940309,temperature,144.26,%
sensor_0037,device_010,2025-10-24T13:10:13.940322,battery,-10.98,dBm
sensor_0175,device_004,2025-10-26T05:45:13.940336,signal,3.32,dBm
sensor_0028,device_005,2025-10-26T10:37:13.940349,vibration,0.16,dBm
sensor_0039,,2025-10-24T19:22:13.940363,error_type,72.77,C
sensor_0072,device_010,2025-10-25T13:39:13.940376,humidity,15.3,dBm
sensor_0022,device_007,2025-10-26T20:55:13.940389,vibration,81.7,
sensor_0080,device_010,invalid,error_type,148.05,C
sensor_0199,device_001,2025-10-29T11:58:13.940414,temperature,12.43,
sensor_0007,device_010,2025-10-30T00:55:13.940427,error_type,-14.16,C
sensor_0091,device_006,2025-10-26T11:03:13.940441,temperature,14.93,
sensor_0091,device_002,2025-10-26T18:51:13.940455,humidity,9.51,g
sensor_0165,device_003,2025-10-31T05:47:13.940468,battery,-40.21,
sensor_0049,device_010,2025-10-30T19:55:13.940481,humidity,,%
sensor_0134,device_006,2025-10-27T21:17:13.940497,humidity,142.8,
sensor_0124,device_001,2025-10-27T23:01:13.940512,temperature,-38.2,C
sensor_0194,device_003,2025-10-28T01:43:13.940525,vibration,50.39,%
sensor_0011,device_001,2025-10-24T17:40:13.940538,signal,87.12,g
sensor_0057,device_007,2025-10-25T05:59:13.940551,temperature,65.79,
sensor_0150,device_007,2025-10-28T08:53:13.940565,signal,26.43,dBm
sensor_0020,device_003,2025-10-26T16:27:13.940580,vibration,10.64,C
sensor_0039,,2025-10-27T00:17:13.940593,temperature,-23.28,Hz
sensor_0089,device_005,2025-10-30T12:02:13.940606,humidity,74.71,Hz
sensor_0154,device_005,2025-10-24T14:45:13.940621,battery,-46.31,C
sensor_0049,device_006,2025-10-26T02:47:13.940634,temperature,-31.0,
sensor_0066,device_002,2025-10-26T10:03:13.940647,vibration,80.58,%
sensor_0031,device_003,2025-10-25T13:36:13.940662,error_type,124.19,
sensor_0120,device_008,2025-10-25T17:59:13.940677,vibration,-10.69,%
sensor_0151,device_002,2025-10-25T00:16:13.940690,vibration,28.93,%
sensor_0048,device_006,2025-10-30T09:32:13.940704,humidity,87.12,Hz
sensor_0190,device_005,2025-10-30T13:17:13.940717,humidity,82.47,
sensor_0115,device_007,2025-10-25T09:37:13.940731,error_type,11.89,Hz
sensor_0154,device_003,2025-10-28T02:05:13.940744,signal,-12.95,g
sensor_0096,device_010,2025-10-29T19:33:13.940759,signal,-1.65,
sensor_0170,device_009,2025-10-26T08:03:13.940772,humidity,22.1,%
sensor_0064,device_001,2025-10-29T19:37:13.940786,error_type,22.98,
sensor_0048,device_001,2025-13-40,battery,99.49,g
sensor_0163,,2025-10-25T03:28:13.940812,error_type,6.87,%
sensor_0072,device_006,2025-10-30T23:21:13.940826,signal,58.85,g
sensor_0062,device_001,2025-10-28T13:59:13.940840,error_type,128.28,%
sensor_0024,device_009,2025-10-29T06:46:13.940855,vibration,-17.03,g
sensor_0126,device_010,2025-10-25T12:22:13.940869,temperature,76.38,dBm
sensor_0027,device_010,2025-10-25T02:24:13.940882,vibration,4.32,%
sensor_0119,device_008,2025-10-24T11:52:13.940896,temperature,53.59,dBm
sensor_0074,device_005,2025-10-29T12:28:13.940909,battery,44.83,Hz
sensor_0195,device_003,2025-10-28T14:43:13.940923,error_type,-39.74,%
sensor_0012,device_001,2025-10-30T23:05:13.940936,battery,130.56,C
sensor_0115,device_005,invalid,error_type,-32.65,
sensor_0108,device_003,2025-10-31T02:35:13.940961,error_type,128.15,dBm
sensor_0004,device_006,2025-10-30T20:54:13.940975,signal,96.72,C
sensor_0151,device_002,2025-10-27T15:11:13.940988,temperature,95.28,
sensor_0095,device_007,2025-10-29T11:14:13.941002,battery,,
sensor_0052,device_005,2025-10-29T04:40:13.941016,vibration,121.72,
sensor_0129,device_004,2025-10-27T02:43:13.941029,battery,42.39,%
sensor_0169,device_007,2025-10-26T15:13:13.941043,temperature,-12.43,g
sensor_0188,device_002,2025-10-30T10:17:13.941057,vibration,28.64,
sensor_0084,device_007,2025-10-30T22:15:13.941070,humidity,31.62,Hz
sensor_0142,device_005,2025-10-31T05:12:13.941084,vibration,-46.3,
sensor_0065,device_006,2025-10-25T07:03:13.941097,vibration,42.9,C
sensor_0011,,2025-10-26T14:07:13.941111,error_type,7.66,g
sensor_0156,device_009,2025-10-27T15:37:13.941124,temperature,-49.4,g
sensor_0183,device_009,2025-10-26T08:37:13.941137,humidity,80.6,dBm
sensor_0079,device_005,2025-10-25T17:12:13.941151,battery,,
sensor_0065,device_007,2025-10-26T00:27:13.941165,humidity,-17.6,
sensor_0170,device_010,2025-10-28T18:18:13.941180,error_type,58.27,
sensor_0141,device_007,2025-10-27T18:44:13.941193,error_type,-14.83,
sensor_0168,device_010,2025-10-29T21:27:13.941207,temperature,119.82,C
sensor_0165,,2025-10-31T07:17:13.941221,battery,53.51,dBm
sensor_0166,,2025-10-25T09:02:13.941234,error_type,-34.81,
sensor_0102,device_004,2025-10-29T13:33:13.941247,error_type,-19.7,C
sensor_0076,device_002,2025-10-27T06:21:13.941264,error_type,-21.65,
sensor_0196,device_007,2025-10-31T05:11:13.941278,battery,-0.21,g
sensor_0180,device_003,2025-10-29T14:42:13.941292,error_type,-46.02,Hz
sensor_0001,device_010,2025-10-24T11:25:13.941305,error_type,-32.89,dBm
sensor_0034,device_010,2025-10-27T16:59:13.941318,error_type,118.08,
sensor_0115,device_004,2025-10-28T20:44:13.941333,humidity,-22.2,C
sensor_0175,device_002,2025-10-29T00:35:13.941346,signal,50.23,%
sensor_0119,device_007,2025-10-27T12:06:13.941361,vibration,72.44,g
sensor_0117,device_002,2025-10-26T11:31:13.941374,error_type,39.59,Hz
sensor_0146,,,humidity,21.02,
sensor_0077,device_010,2025-10-24T22:01:13.941398,temperature,53.46,
sensor_0006,device_003,2025-10-28T13:22:13.941412,battery,144.3,
sensor_0038,device_009,2025-10-27T12:21:13.941425,vibration,58.67,
sensor_0136,device_001,2025-10-26T21:47:13.941438,signal,-34.86,
sensor_0116,device_009,2025-10-26T17:01:13.941452,error_type,27.63,C
sensor_0008,device_008,2025-10-24T14:11:13.941465,humidity,56.23,%
sensor_0016,device_010,2025-10-26T04:18:13.941479,error_type,92.71,
sensor_0026,device_006,2025-10-25T21:42:13.941509,vibration,117.16,%
sensor_0072,device_001,2025-10-26T12:46:13.941522,battery,61.33,
sensor_0126,,2025-10-30T21:49:13.941534,vibration,144.97,
sensor_0094,device_006,2025-10-30T12:09:13.941546,vibration,136.55,C
sensor_0101,device_003,2025-10-24T12:24:13.941558,battery,43.88,%
sensor_0062,device_006,2025-10-25T11:09:13.941570,humidity,unknown,%
sensor_0004,device_003,2025-10-26T03:44:13.941582,signal,130.17,C
sensor_0020,device_007,2025-10-25T14:26:13.941595,signal,104.93,%
sensor_0084,device_008,2025-10-28T16:10:13.941608,signal,135.21,Hz
sensor_0068,device_003,2025-10-29T00:23:13.941621,vibration,-46.1,
sensor_0095,,2025-10-31T05:33:13.941636,battery,77.99,dBm
sensor_0089,device_007,2025-10-27T01:45:13.941649,battery,54.34,dBm
sensor_0043,device_002,2025-10-29T10:35:13.941663,humidity,-42.08,dBm
sensor_0097,,2025-10-24T18:48:13.941677,vibration,15.39,g
sensor_0199,device_005,2025-10-29T16:49:13.941691,error_type,,g
sensor_0129,device_006,2025-10-25T14:28:13.941706,humidity,77.42,g
sensor_0106,device_007,2025-10-25T23:18:13.941720,error_type,39.96,
sensor_0073,device_009,2025-10-30T13:27:13.941733,temperature,106.52,dBm
sensor_0006,device_009,2025-10-30T16:14:13.941747,signal,136.01,dBm
sensor_0002,device_005,2025-10-30T15:27:13.941760,error_type,74.01,dBm
sensor_0180,device_002,2025-10-26T14:03:13.941772,temperature,-46.08,%
sensor_0007,device_010,2025-10-29T17:08:13.941785,temperature,-15.09,Hz
sensor_0052,device_008,2025-10-27T08:50:13.941798,error_type,93.23,dBm
sensor_0085,device_007,2025-10-26T19:44:13.941812,temperature,53.81,dBm
sensor_0080,device_010,2025-10-30T06:30:13.941825,temperature,70.47,dBm
sensor_0063,device_007,2025-10-29T02:44:13.941839,vibration,76.51,Hz
sensor_0042,device_006,2025-10-24T12:37:13.941854,vibration,53.62,Hz
sensor_0165,device_007,2025-10-27T01:32:13.941867,signal,-10.44,C
sensor_0002,device_006,2025-10-26T23:17:13.941880,signal,-5.73,C
sensor_0071,,2025-10-25T16:39:13.941894,vibration,31.15,
sensor_0093,device_008,2025-10-29T17:04:13.941907,vibration,34.81,
sensor_0079,device_009,2025-10-26T04:06:13.941921,signal,-45.52,C
sensor_0184,device_006,2025-10-27T02:29:13.941935,humidity,-38.29,
sensor_0127,device_002,invalid,signal,55.48,%
sensor_0096,device_002,2025-10-28T21:36:13.941960,error_type,-27.04,
sensor_0010,,2025-10-26T09:26:13.941976,humidity,-46.09,
sensor_0188,device_003,2025-10-27T14:10:13.941990,vibration,75.43,g
sensor_0050,device_010,2025-10-28T07:21:13.942005,temperature,76.5,Hz
sensor_0049,device_006,2025-10-26T16:40:13.942019,battery,140.48,C
sensor_0014,device_002,2025-10-28T16:32:13.942033,temperature,-27.55,%
sensor_0116,,2025-10-24T10:53:13.942047,temperature,-27.94,
sensor_0040,,2025-10-26T08:25:13.942061,error_type,-10.73,C
sensor_0197,,2025-10-27T13:33:13.942075,temperature,error,g
sensor_0186,device_001,2025-10-27T12:25:13.942088,temperature,28.84,C
sensor_0098,device_010,2025-10-29T01:51:13.942102,vibration,123.98,C
sensor_0165,device_005,2025-10-25T18:07:13.942115,temperature,12.33,g
sensor_0071,device_002,2025-10-26T07:45:13.942128,vibration,92.9,dBm
sensor_0139,device_005,2025-10-27T15:12:13.942143,temperature,-7.17,C
sensor_0176,device_005,2025-10-26T00:02:13.942158,humidity,-4.92,Hz
sensor_0099,device_001,2025-10-27T05:47:13.942172,battery,84.01,
sensor_0192,device_007,2025-10-26T13:18:13.942185,error_type,40.69,C
sensor_0111,device_009,2025-10-30T16:37:13.942199,error_type,3.56,
sensor_0169,device_003,2025-10-24T12:48:13.942212,error_type,-38.09,dBm
sensor_0192,device_008,2025-10-30T17:53:13.942225,battery,-28.78,C
sensor_0007,device_010,2025-10-28T11:46:13.942238,battery,41.05,dBm
sensor_0148,,2025-10-29T15:11:13.942252,humidity,79.73,dBm
sensor_0167,,2025-10-30T21:17:13.942266,temperature,18.25,dBm
sensor_0004,device_001,2025-10-27T19:36:13.942279,battery,-45.92,%
sensor_0112,,2025-10-25T15:58:13.942292,error_type,43.5,
sensor_0099,device_004,2025-10-29T05:39:13.942306,temperature,-39.87,
sensor_0172,device_002,2025-10-26T17:31:13.942320,error_type,124.05,Hz
sensor_0085,device_003,2025-10-28T12:40:13.942334,temperature,83.31,Hz
sensor_0162,device_004,2025-10-28T14:14:13.942348,error_type,-47.93,g
sensor_0028,device_008,2025-10-31T06:11:13.942362,battery,60.68,%
sensor_0121,device_001,2025-10-29T08:25:13.942375,battery,138.19,C
sensor_0035,device_005,2025-10-27T21:43:13.942389,temperature,-5.64,
sensor_0005,,2025-10-28T05:22:13.942402,temperature,-3.7,g
sensor_0051,device_003,2025-10-30T19:54:13.942416,battery,65.45,Hz
sensor_0198,device_004,2025-10-25T21:12:13.942430,battery,137.49,Hz
sensor_0103,,2025-10-31T01:49:13.942443,vibration,70.75,
sensor_0106,device_008,invalid,humidity,44.13,%
sensor_0167,device_002,2025-10-25T23:05:13.942467,battery,31.01,
sensor_0098,device_001,2025-10-25T07:33:13.942481,temperature,,C
sensor_0048,device_007,2025-10-24T15:56:13.942495,temperature,42.99,Hz
sensor_0039,device_001,2025-10-29T11:50:13.942513,battery,129.75,dBm
sensor_0152,device_004,2025-10-27T15:15:13.942526,signal,6.02,C
sensor_0120,device_007,2025-10-30T16:01:13.942540,vibration,25.61,
sensor_0187,device_006,2025-10-31T01:41:13.942553,vibration,-6.35,
sensor_0104,device_003,2025-10-29T22:08:13.942566,error_type,error,%
sensor_0166,device_001,2025-10-30T08:10:13.942580,humidity,error,dBm
sensor_0154,device_005,2025-10-29T04:57:13.942598,vibration,74.38,
sensor_0046,device_008,2025-10-29T03:14:13.942611,humidity,144.75,Hz
sensor_0083,device_003,2025-10-31T04:34:13.942625,vibration,-41.79,
sensor_0183,device_002,invalid,signal,127.61,%
sensor_0091,device_010,2025-10-29T10:59:13.942655,signal,95.84,
sensor_0084,device_005,2025-10-26T13:53:13.942669,temperature,73.0,
sensor_0102,device_008,2025-10-25T15:24:13.942682,battery,142.0,%
sensor_0058,device_010,2025-10-28T15:50:13.942697,vibration,57.63,
sensor_0012,device_003,2025-10-25T22:42:13.942711,error_type,-23.59,
sensor_0157,device_010,2025-10-29T05:59:13.942725,vibration,25.72,Hz
sensor_0161,,2025-10-30T07:23:13.942738,signal,-31.76,g
sensor_0077,device_005,2025-10-26T23:13:13.942752,vibration,-23.78,C
sensor_0027,device_009,2025-10-25T17:47:13.942766,error_type,-4.28,g
sensor_0009,device_005,2025-10-26T20:14:13.942779,signal,56.58,%
sensor_0178,device_005,invalid,vibration,-21.98,
sensor_0175,device_004,2025-10-25T14:42:13.942804,signal,51.53,
sensor_0184,,2025-10-30T18:46:13.942818,signal,-23.37,dBm
sensor_0004,device_005,2025-10-30T20:19:13.942832,vibration,129.99,
sensor_0178,device_007,,humidity,-7.71,
sensor_0182,device_008,2025-10-28T13:41:13.942857,vibration,105.99,
sensor_0167,device_001,2025-10-29T08:14:13.942871,humidity,-4.79,
sensor_0150,device_003,2025-10-27T18:52:13.942884,battery,72.56,dBm
sensor_0096,device_007,2025-10-31T04:01:13.942897,battery,7.51,Hz
sensor_0177,device_001,2025-10-27T08:02:13.942911,vibration,53.35,g
sensor_0053,device_009,2025-10-26T07:26:13.942925,humidity,59.83,C
sensor_0020,device_010,2025-10-26T09:52:13.942938,temperature,109.82,dBm
sensor_0117,device_008,2025-10-28T14:45:13.942952,temperature,86.14,
sensor_0165,device_008,2025-10-30T19:23:13.942965,vibration,54.27,g
sensor_0158,,2025-10-29T02:57:13.942978,vibration,-7.1,
sensor_0027,device_004,2025-10-29T06:38:13.942992,battery,148.75,%
sensor_0104,device_003,2025-10-25T15:05:13.943005,temperature,-23.88,dBm
sensor_0081,device_010,2025-10-27T16:55:13.943018,error_type,96.91,dBm
sensor_0010,device_002,2025-10-28T10:57:13.943034,vibration,20.89,
sensor_0138,device_008,2025-10-27T16:55:13.943047,error_type,136.92,%
sensor_0057,device_010,2025-10-28T22:36:13.943061,temperature,131.11,Hz
sensor_0073,device_004,2025-10-27T22:58:13.943075,humidity,67.26,%
sensor_0175,device_009,2025-10-24T13:00:13.943088,error_type,104.38,Hz
sensor_0092,device_006,2025-10-31T01:48:13.943102,signal,117.7,Hz
sensor_0134,device_003,2025-10-24T23:08:13.943115,vibration,-14.41,Hz
sensor_0052,device_002,2025-10-26T18:17:13.943132,humidity,63.69,C
sensor_0034,device_006,2025-10-26T08:36:13.943145,temperature,-36.87,dBm
sensor_0040,device_001,2025-10-24T12:53:13.943158,temperature,-39.54,dBm
sensor_0100,device_007,2025-10-28T17:56:13.943171,humidity,61.45,g
sensor_0144,device_001,2025-10-29T16:03:13.943182,vibration,-19.61,g
sensor_0028,,2025-10-26T16:29:13.943194,signal,133.18,g
sensor_0146,device_007,2025-10-25T12:35:13.943205,vibration,69.39,
sensor_0049,device_001,invalid,temperature,,
sensor_0029,device_003,2025-10-27T09:30:13.943225,humidity,141.36,
sensor_0065,device_009,2025-10-28T15:03:13.943236,temperature,N/A,%
sensor_0033,device_006,2025-10-28T21:00:13.943248,temperature,110.93,g
sensor_0012,device_002,2025-10-26T18:14:13.943259,vibration,-34.36,
sensor_0080,device_004,2025-10-26T21:15:13.943270,error_type,-18.24,g
sensor_0157,device_009,2025-10-28T22:23:13.943282,battery,129.24,%
sensor_0188,device_008,2025-10-30T10:00:13.943293,signal,96.24,
sensor_0035,device_009,2025-10-27T22:08:13.943304,battery,141.38,%
sensor_0110,device_006,2025-13-40,humidity,78.52,dBm
sensor_0160,device_005,2025-10-28T07:53:13.943324,error_type,134.93,C
sensor_0102,device_010,2025-10-27T00:32:13.943335,temperature,-47.7,
sensor_0126,device_006,2025-10-26T15:36:13.943349,vibration,0.99,
sensor_0072,device_004,2025-10-30T08:51:13.943362,signal,50.43,
sensor_0111,device_007,2025-10-26T08:29:13.943373,signal,149.72,
sensor_0049,device_002,2025-10-28T15:33:13.943384,temperature,44.42,dBm
sensor_0032,,2025-10-25T18:30:13.943396,signal,50.49,
sensor_0193,device_002,2025-10-24T20:56:13.943406,error_type,-10.62,%
sensor_0075,,2025-10-26T22:38:13.943419,vibration,-8.61,
sensor_0108,device_009,2025-10-30T06:30:13.943431,temperature,119.48,g
sensor_0188,device_006,2025-10-27T07:13:13.943442,error_type,-39.97,
sensor_0159,device_007,2025-10-26T06:24:13.943453,vibration,98.43,Hz
sensor_0149,device_001,2025-10-24T13:48:13.943465,signal,-5.52,g
sensor_0080,device_006,2025-10-29T16:39:13.943476,battery,38.71,g
sensor_0077,device_001,2025-10-30T14:24:13.943487,signal,-25.18,Hz
sensor_0079,device_002,2025-10-27T19:35:13.943498,error_type,-44.12,Hz
sensor_0024,,2025-10-28T10:07:13.943509,error_type,62.47,dBm
sensor_0007,,2025-10-29T03:40:13.943520,temperature,39.07,%
sensor_0148,device_006,2025-10-27T00:35:13.943534,vibration,36.26,
sensor_0005,device_010,2025-10-31T05:05:13.943547,error_type,136.07,%
sensor_0022,device_006,2025-10-27T02:21:13.943561,battery,-7.38,C
sensor_0107,device_003,2025-10-30T18:00:13.943577,battery,98.0,dBm
sensor_0012,,2025-10-30T17:07:13.943590,vibration,115.64,
sensor_0134,,2025-10-30T18:32:13.943603,battery,30.65,Hz
sensor_0041,device_006,2025-10-24T14:28:13.943615,error_type,135.35,dBm
sensor_0067,device_005,2025-10-31T05:49:13.943629,battery,3.24,g
sensor_0087,,2025-10-30T08:02:13.943641,humidity,102.48,Hz
sensor_0094,device_008,2025-10-30T04:36:13.943653,battery,12.89,Hz
sensor_0002,device_010,2025-10-31T05:33:13.943665,error_type,115.92,
sensor_0087,device_009,2025-10-24T11:49:13.943678,error_type,75.59,C
sensor_0103,,2025-13-40,battery,-40.09,Hz
sensor_0126,,2025-10-28T16:00:13.943699,signal,23.72,C
sensor_0186,device_010,2025-10-24T17:22:13.943710,battery,31.68,%
sensor_0159,device_010,2025-10-29T02:52:13.943721,battery,-27.13,
sensor_0189,,2025-10-27T16:42:13.943733,humidity,-19.73,dBm
sensor_0148,device_004,2025-10-26T15:15:13.943744,signal,149.17,
sensor_0089,device_006,2025-10-30T09:54:13.943755,humidity,16.63,
sensor_0021,device_005,2025-10-26T08:24:13.943766,humidity,13.73,
sensor_0175,device_005,2025-10-31T04:36:13.943778,signal,95.24,C
sensor_0146,device_006,2025-10-30T20:45:13.943789,humidity,70.39,g
sensor_0075,,2025-10-29T06:53:13.943801,humidity,90.34,Hz
sensor_0085,device_003,2025-10-25T16:30:13.943812,temperature,117.22,%
sensor_0160,device_003,2025-10-30T19:00:13.943823,vibration,82.64,C
sensor_0170,,2025-10-28T05:34:13.943834,error_type,47.0,%
sensor_0087,device_010,2025-10-30T11:01:13.943845,signal,53.1,dBm
sensor_0002,device_005,2025-10-25T10:02:13.943857,humidity,146.21,dBm
sensor_0119,device_006,2025-10-25T03:48:13.943869,humidity,108.45,%
sensor_0151,device_003,invalid,humidity,-17.2,dBm
sensor_0026,device_004,2025-10-24T22:46:13.943890,error_type,5.5,%
sensor_0030,device_002,2025-10-30T08:22:13.943902,signal,81.68,
sensor_0173,device_003,2025-10-28T06:25:13.943913,vibration,60.71,
sensor_0115,device_004,2025-10-31T05:46:13.943924,temperature,48.67,g
sensor_0079,,2025-10-28T02:14:13.943936,humidity,8.86,Hz
sensor_0107,device_010,2025-10-29T02:32:13.943947,vibration,147.64,
sensor_0166,device_004,,signal,71.36,%
sensor_0007,device_009,2025-10-25T07:51:13.943969,signal,53.24,C
sensor_0096,,2025-10-25T23:13:13.943981,vibration,91.16,
sensor_0038,device_001,2025-10-24T15:28:13.943993,battery,-39.73,dBm
sensor_0010,device_008,2025-10-25T09:00:13.944005,humidity,107.83,
sensor_0188,device_006,2025-10-31T03:33:13.944018,vibration,-30.81,%
sensor_0047,device_008,2025-10-30T04:14:13.944031,humidity,79.77,C
sensor_0078,device_008,2025-10-26T11:07:13.944045,signal,-36.73,g
sensor_0020,device_001,2025-10-28T23:25:13.944059,error_type,147.98,
sensor_0119,device_004,2025-10-25T16:19:13.944074,vibration,121.94,
sensor_0058,device_005,2025-10-30T03:17:13.944086,signal,128.21,Hz
sensor_0047,device_003,2025-10-28T22:08:13.944097,signal,119.88,C
sensor_0194,device_004,2025-10-26T18:08:13.944108,battery,6.64,
sensor_0172,device_006,2025-10-25T20:43:13.944119,temperature,90.01,g
sensor_0071,device_008,2025-10-25T10:14:13.944130,temperature,82.11,
sensor_0039,device_003,2025-10-24T23:34:13.944140,vibration,-14.05,
sensor_0143,,2025-10-25T11:05:13.944151,temperature,9.4,%
sensor_0109,device_007,,error_type,67.84,%
sensor_0065,device_003,2025-10-27T19:44:13.944174,signal,-13.13,%
sensor_0197,device_006,2025-10-29T23:13:13.944185,error_type,46.3,Hz
sensor_0088,device_003,2025-10-27T23:51:13.944196,temperature,86.29,g
sensor_0145,device_009,2025-10-29T12:58:13.944208,temperature,3.37,%
sensor_0100,device_004,2025-10-26T08:07:13.944219,error_type,-22.97,C
sensor_0017,device_010,2025-10-26T01:07:13.944232,signal,-6.98,g
sensor_0060,device_009,2025-10-30T16:06:13.944243,signal,57.93,g
sensor_0073,device_002,2025-10-28T18:46:13.944254,error_type,-23.05,%
sensor_0110,device_004,2025-10-24T14:11:13.944266,signal,128.99,dBm
sensor_0060,device_003,2025-10-30T02:16:13.944277,vibration,23.41,
sensor_0146,device_001,2025-10-28T15:12:13.944289,signal,-29.61,dBm
sensor_0179,device_005,,vibration,98.12,
sensor_0191,device_003,2025-10-28T02:12:13.944311,signal,,Hz
sensor_0006,device_002,2025-10-26T20:29:13.944323,battery,135.8,
sensor_0007,device_009,2025-10-29T15:25:13.944335,humidity,90.78,%
sensor_0113,device_006,2025-10-28T20:34:13.944346,signal,38.35,C
sensor_0116,device_009,2025-10-29T14:10:13.944357,battery,,C
sensor_0038,device_006,2025-10-29T02:41:13.944369,battery,3.01,Hz
sensor_0181,device_010,2025-10-27T03:47:13.944381,error_type,106.46,
sensor_0014,device_008,2025-10-25T23:00:13.944393,error_type,27.76,Hz
sensor_0152,device_008,2025-10-28T02:02:13.944405,error_type,118.27,dBm
sensor_0056,device_001,2025-10-24T19:13:13.944417,battery,132.95,g
sensor_0082,device_003,2025-10-27T05:04:13.944431,signal,-39.98,dBm
sensor_0191,device_001,2025-10-27T03:07:13.944445,signal,103.54,
sensor_0004,,2025-10-25T08:28:13.944458,signal,-40.03,g
sensor_0130,device_009,2025-10-26T01:32:13.944472,humidity,-8.21,%
sensor_0084,device_009,2025-10-24T13:52:13.944486,error_type,81.39,
sensor_0062,,2025-10-27T19:38:13.944498,humidity,124.26,
sensor_0150,device_007,2025-10-24T22:47:13.944509,vibration,-1.46,dBm
sensor_0157,device_007,2025-10-24T22:15:13.944520,battery,31.07,
sensor_0033,device_007,2025-10-29T15:52:13.944531,error_type,-35.48,%
sensor_0064,device_003,2025-10-30T08:54:13.944543,temperature,78.04,
sensor_0170,device_004,2025-10-27T04:43:13.944554,temperature,137.77,
sensor_0179,device_007,2025-10-25T03:20:13.944565,vibration,31.97,C
sensor_0029,device_004,2025-10-29T11:13:13.944577,error_type,87.35,dBm
sensor_0046,device_007,2025-10-24T12:37:13.944588,humidity,70.81,
sensor_0045,device_004,2025-10-27T20:27:13.944599,signal,,g
sensor_0045,device_007,,error_type,57.35,dBm
sensor_0196,device_003,2025-13-40,error_type,134.31,dBm
sensor_0008,device_006,2025-10-29T14:19:13.944630,humidity,137.28,Hz
sensor_0165,device_007,2025-10-28T17:43:13.944641,humidity,105.73,g
sensor_0046,device_005,2025-10-25T06:41:13.944652,error_type,141.92,Hz
sensor_0088,device_007,2025-10-27T07:34:13.944663,vibration,100.98,
sensor_0046,device_005,,signal,-39.91,
sensor_0006,,2025-10-25T01:57:13.944684,signal,32.25,dBm
sensor_0070,device_005,2025-10-27T04:13:13.944695,vibration,100.93,dBm
sensor_0036,device_003,2025-10-24T13:38:13.944707,signal,14.61,
sensor_0179,device_008,2025-10-27T20:35:13.944718,vibration,65.31,g
sensor_0200,,2025-10-28T19:06:13.944728,signal,104.79,
sensor_0011,device_001,2025-10-27T16:13:13.944739,vibration,14.17,dBm
sensor_0041,device_005,2025-10-25T14:54:13.944751,signal,127.93,C
sensor_0174,device_009,2025-10-26T02:29:13.944764,battery,-4.88,dBm
sensor_0143,device_009,2025-10-29T09:43:13.944775,humidity,42.59,C
sensor_0092,device_010,2025-10-30T13:24:13.944786,temperature,-8.17,
sensor_0159,device_003,2025-10-30T05:20:13.944798,error_type,-19.57,g
sensor_0154,,2025-10-26T14:17:13.944811,battery,,%
sensor_0060,device_006,,signal,44.56,
sensor_0178,device_008,2025-10-29T22:24:13.944833,humidity,135.28,Hz
sensor_0181,device_004,2025-10-25T03:23:13.944844,vibration,6.57,dBm
sensor_0162,device_009,2025-10-25T14:21:13.944855,humidity,139.19,dBm
sensor_0003,device_005,2025-10-29T16:38:13.944866,signal,46.47,dBm
sensor_0161,device_002,2025-10-25T13:13:13.944881,humidity,36.41,Hz
sensor_0138,device_001,2025-10-25T06:29:13.944895,vibration,89.46,C
sensor_0074,device_001,2025-10-30T16:09:13.944909,vibration,44.83,%
sensor_0028,device_004,2025-10-26T12:47:13.944923,vibration,-48.04,
sensor_0147,device_004,2025-10-27T15:30:13.944936,vibration,unknown,
sensor_0042,device_002,2025-10-30T21:49:13.944949,temperature,7.9,dBm
sensor_0124,device_010,2025-10-25T04:34:13.944960,battery,78.29,%
sensor_0051,device_004,2025-10-27T07:34:13.944973,error_type,,dBm
sensor_0054,device_005,2025-10-27T07:48:13.944984,vibration,-4.37,dBm
sensor_0096,,2025-10-25T23:49:13.944995,temperature,143.55,g
sensor_0166,,2025-10-27T23:02:13.945006,battery,106.35,dBm
sensor_0013,device_005,2025-10-30T16:26:13.945017,error_type,133.25,
sensor_0093,device_006,2025-10-31T05:13:13.945028,battery,135.54,dBm
sensor_0163,device_005,2025-10-30T04:07:13.945040,error_type,63.31,%
sensor_0069,device_005,2025-10-24T12:43:13.945051,signal,123.8,dBm
sensor_0089,device_002,2025-10-25T23:32:13.945061,battery,98.81,
sensor_0042,device_004,,error_type,24.87,Hz
sensor_0184,,2025-10-26T10:43:13.945082,vibration,unknown,
sensor_0094,device_007,2025-10-25T14:49:13.945188,error_type,133.28,
sensor_0097,device_005,2025-10-25T20:34:13.945200,temperature,118.33,g
sensor_0025,device_003,2025-10-27T02:01:13.945211,battery,11.07,
sensor_0143,device_004,2025-10-29T17:00:13.945222,battery,-20.97,%
sensor_0066,device_009,2025-10-26T11:48:13.945234,vibration,58.18,%
sensor_0144,device_002,2025-10-25T08:05:13.945245,battery,148.88,
sensor_0062,device_004,2025-10-25T13:05:13.945256,battery,50.84,g
sensor_0110,device_002,2025-10-27T06:14:13.945268,vibration,64.28,
sensor_0076,device_002,2025-10-31T00:02:13.945279,vibration,-32.02,dBm
sensor_0117,,2025-10-24T17:24:13.945290,temperature,143.95,%
sensor_0149,,2025-10-25T09:20:13.945302,battery,143.97,dBm
