device_id,timestamp,temperature_c,battery_pct,humidity_pct,signal_dbm,raw
,,41.29,69.17,76.14,-73.54,manual override
,2025-10-22T22:51:13.738348,28.53,3.36,25.61,-62.08,CRC error
device_008,2025-10-22T22:52:13.738348,36.69,94.25,51.96,-35.24,
device_004,2025-10-22T23:04:13.738348,37.37,,57.13,-109.67,CRC error
device_010,2025-10-22T23:05:13.738348,18.24,72.24,17.18,error,
device_005,2025-10-22T23:09:13.738348,18.93,11.55,96.51,-9.72,manual override
device_003,2025-10-22T23:20:13.738348,25.55,unknown,85.63,-62.35,out of range
device_005,2025-10-22T23:31:13.738348,26.83,69.4,15.85,-84.15,out of range
device_007,2025-10-22T23:42:13.738348,29.87,error,unknown,-92.79,CRC error
,2025-10-22T23:46:13.738348,39.45,71.74,31.8,-28.32,out of range
device_004,2025-10-22T23:55:13.738348,38.36,61.35,84.87,-95.48,CRC error
device_006,2025-10-23T00:08:13.738348,19.84,23.08,14.34,-94.78,out of range
device_002,2025-10-23T00:15:13.738348,33.38,19.07,78.77,-67.83,sensor glitch
device_005,2025-10-23T00:30:13.738348,32.09,3.46,84.71,-89.04,manual override
unknown_device,2025-10-23T00:35:13.738348,21.73,59.87,62.29,-104.11,manual override
device_001,2025-10-23T00:46:13.738348,27.78,13.49,73.44,-59.6,manual override
device_010,2025-10-23T01:00:13.738348,18.99,57.38,71.36,-52.77,out of range
device_004,2025-10-23T01:03:13.738348,22.36,84.38,N/A,-109.4,CRC error
device_003,2025-10-23T01:05:13.738348,43.67,49.5,71.69,-41.67,sensor glitch
device_009,2025-10-23T01:08:13.738348,19.52,53.49,99.98,-87.39,manual override
device_004,2025-13-40,48.66,46.47,47.72,-36.88,out of range
,2025-10-23T01:24:13.738348,16.02,24.1,84.65,-105.94,
device_004,2025-10-23T01:27:13.738348,15.4,24.26,80.35,-97.92,manual override
device_003,2025-10-23T01:38:13.738348,21.92,96.87,15.54,-67.52,out of range
device_006,2025-10-23T01:47:13.738348,40.46,25.07,52.76,-74.22,CRC error
device_005,2025-10-23T01:58:13.738348,16.29,78.35,64.98,-41.3,
device_002,2025-10-23T02:11:13.738348,20.35,52.23,,-129.67,sensor glitch
device_006,2025-10-23T02:19:13.738348,unknown,49.79,56.11,-54.06,manual override
device_009,2025-10-23T02:32:13.738348,17.33,33.45,55.17,-114.49,manual override
device_001,2025-10-23T02:37:13.738348,17.49,48.31,77.51,error,out of range
device_008,2025-10-23T02:51:13.738348,33.14,89.59,16.45,-103.09,
,2025-10-23T03:02:13.738348,19.75,3.1,71.17,-88.12,out of range
device_005,2025-10-23T03:12:13.738348,22.27,19.57,21.59,-84.18,CRC error
device_008,2025-10-23T03:24:13.738348,31.78,21.37,66.07,-97.14,CRC error
device_005,2025-10-23T03:34:13.738348,38.26,46.6,,-42.88,out of range
device_006,2025-10-23T03:43:13.738348,37.06,93.38,22.92,-100.0,out of range
,2025-10-23T03:44:13.738348,20.44,108.43,8.28,-82.55,out of range
device_001,2025-10-23T03:59:13.738348,24.7,95.96,78.22,-42.11,
device_007,2025-10-23T04:02:13.738348,27.2,73.62,77.35,-41.43,sensor glitch
,2025-10-23T04:06:13.738348,35.51,77.23,25.39,-56.89,out of range
device_006,2025-10-23T04:15:13.738348,37.99,100.1,56.0,-96.03,out of range
device_002,2025-10-23T04:20:13.738348,23.26,82.96,14.96,-29.67,manual override
device_001,2025-10-23T04:23:13.738348,39.16,33.47,67.78,-34.52,manual override
device_009,2025-10-23T04:29:13.738348,19.97,77.03,53.06,-61.41,
device_009,2025-10-23T04:37:13.738348,40.27,8.65,86.64,-52.01,manual override
device_010,2025-10-23T04:42:13.738348,18.29,107.0,unknown,-54.81,out of range
device_006,,32.24,56.5,40.04,-84.64,CRC error
device_007,2025-10-23T04:54:13.738348,25.67,93.95,79.63,-38.97,sensor glitch
device_008,2025-10-23T05:08:13.738348,38.01,43.7,91.87,-89.7,manual override
device_007,2025-10-23T05:19:13.738348,35.19,23.04,11.66,-74.99,
device_007,2025-10-23T05:21:13.738348,24.14,54.45,87.1,unknown,
device_004,2025-10-23T05:22:13.738348,21.69,93.9,46.97,-49.02,CRC error
device_010,2025-10-23T05:25:13.738348,23.62,94.05,26.78,unknown,out of range
device_004,invalid,13.32,error,101.46,-37.47,
device_007,2025-10-23T05:38:13.738348,29.67,91.04,51.37,-53.84,
device_008,2025-10-23T05:46:13.738348,36.7,63.63,34.66,-54.19,
device_001,invalid,35.53,47.86,88.71,-72.95,CRC error
unknown_device,2025-10-23T06:02:13.738348,21.34,83.49,98.85,-82.47,
device_002,2025-10-23T06:05:13.738348,39.88,error,86.88,-12.64,CRC error
device_007,2025-10-23T06:19:13.738348,20.91,,77.69,-94.68,CRC error
,2025-10-23T06:23:13.738348,10.4,,62.47,-39.85,manual override
unknown_device,2025-10-23T06:31:13.738348,29.31,42.1,79.35,-54.34,manual override
device_010,2025-10-23T06:45:13.738348,42.07,52.25,94.06,-71.41,out of range
device_008,2025-10-23T06:47:13.738348,29.01,17.23,17.86,-126.78,sensor glitch
device_006,2025-10-23T06:48:13.738348,error,81.71,86.07,-94.27,out of range
unknown_device,2025-10-23T07:01:13.738348,39.59,error,35.3,-93.9,sensor glitch
device_003,2025-10-23T07:16:13.738348,42.29,109.32,35.05,-122.33,sensor glitch
device_008,2025-10-23T07:31:13.738348,36.11,65.48,46.41,-62.63,
unknown_device,2025-10-23T07:36:13.738348,13.9,92.16,unknown,-54.37,CRC error
device_003,2025-10-23T07:39:13.738348,19.85,unknown,75.72,-48.8,sensor glitch
device_002,2025-10-23T07:49:13.738348,31.32,14.14,69.51,-76.38,out of range
device_006,2025-10-23T07:51:13.738348,28.68,86.71,79.18,-18.44,manual override
device_010,2025-10-23T07:52:13.738348,10.59,70.55,13.32,-87.14,CRC error
,2025-10-23T07:54:13.738348,45.94,23.09,87.04,-79.61,CRC error
device_006,,20.41,55.0,83.11,-104.58,out of range
device_010,2025-10-23T08:11:13.738348,N/A,6.85,73.63,-116.02,
device_009,2025-10-23T08:23:13.738348,35.29,89.28,98.3,-39.73,
device_009,2025-10-23T08:26:13.738348,26.72,,35.49,-75.5,out of range
device_003,2025-10-23T08:35:13.738348,41.75,64.09,76.3,-94.83,
,2025-10-23T08:45:13.738348,22.12,39.6,61.02,-51.14,manual override
device_006,2025-10-23T08:52:13.738348,31.25,29.99,36.14,-85.71,
device_010,2025-10-23T08:59:13.738348,17.99,68.52,error,-53.68,CRC error
device_004,2025-13-40,19.58,30.92,18.65,-78.94,CRC error
,2025-10-23T09:01:13.738348,24.32,59.85,79.07,,out of range
device_003,2025-10-23T09:14:13.738348,24.86,37.3,26.6,-38.33,sensor glitch
device_008,2025-10-23T09:22:13.738348,25.09,96.39,77.99,N/A,sensor glitch
device_008,2025-10-23T09:33:13.738348,39.93,83.11,80.29,-53.52,manual override
,2025-10-23T09:40:13.738348,12.77,2.56,72.42,-38.92,manual override
unknown_device,2025-10-23T09:41:13.738348,28.74,61.46,79.11,-71.3,CRC error
,2025-10-23T09:42:13.738348,25.13,73.54,error,-81.17,sensor glitch
device_002,2025-10-23T09:47:13.738348,error,99.44,72.33,-67.2,manual override
device_003,,37.98,0.25,63.28,-42.21,manual override
,2025-10-23T09:53:13.738348,29.51,78.69,89.28,-72.02,manual override
device_001,2025-10-23T09:58:13.738348,43.21,47.6,72.32,-59.57,CRC error
device_009,2025-10-23T10:10:13.738348,21.53,71.18,68.44,-90.1,out of range
unknown_device,2025-10-23T10:20:13.738348,40.04,19.47,78.11,-95.52,out of range
device_004,2025-10-23T10:33:13.738348,28.14,40.24,13.04,unknown,manual override
,2025-10-23T10:40:13.738348,18.8,44.87,71.99,-123.08,
device_002,2025-10-23T10:41:13.738348,30.52,89.63,49.91,-49.96,out of range
unknown_device,2025-10-23T10:48:13.738348,29.88,27.02,77.2,-75.69,CRC error
,2025-10-23T10:57:13.738348,20.72,38.96,43.1,-26.68,
,2025-10-23T11:03:13.738348,13.58,6.68,64.94,-115.43,manual override
device_008,,32.58,32.0,15.29,-86.58,manual override
device_005,2025-10-23T11:07:13.738348,42.39,45.48,29.1,-30.01,sensor glitch
device_005,2025-10-23T11:17:13.738348,25.82,92.95,95.32,-105.76,CRC error
,2025-10-23T11:21:13.738348,40.06,62.44,83.03,-132.93,sensor glitch
device_004,2025-10-23T11:22:13.738348,20.13,57.22,56.75,-64.63,CRC error
device_004,2025-10-23T11:24:13.738348,error,66.96,65.52,-115.1,
,2025-10-23T11:30:13.738348,N/A,58.82,73.59,-66.44,CRC error
device_008,2025-10-23T11:31:13.738348,23.4,36.33,49.51,-68.54,out of range
device_010,2025-10-23T11:43:13.738348,30.34,37.31,81.07,-87.62,manual override
device_005,2025-10-23T11:54:13.738348,25.3,unknown,69.1,-37.93,out of range
device_005,2025-10-23T11:56:13.738348,35.5,96.37,73.1,-46.04,sensor glitch
device_010,2025-10-23T11:59:13.738348,25.05,33.39,12.27,-59.0,CRC error
device_001,2025-10-23T12:03:13.738348,35.61,70.88,55.85,-65.47,out of range
device_004,2025-10-23T12:07:13.738348,35.85,86.12,27.08,-51.2,
device_009,2025-10-23T12:18:13.738348,33.07,88.42,51.23,-77.02,
,2025-10-23T12:30:13.738348,18.2,13.01,85.0,-113.19,CRC error
device_001,2025-10-23T12:38:13.738348,34.91,12.73,27.14,-5.43,CRC error
device_001,2025-10-23T12:39:13.738348,37.37,51.45,53.49,-58.81,out of range
device_007,2025-10-23T12:52:13.738348,31.37,26.93,38.25,-52.16,
,2025-10-23T13:00:13.738348,19.38,17.03,57.07,-39.43,CRC error
device_007,2025-10-23T13:15:13.738348,38.43,13.01,44.29,-23.06,CRC error
device_004,2025-10-23T13:20:13.738348,41.67,72.26,31.02,-31.22,
,2025-10-23T13:23:13.738348,36.13,N/A,54.14,-92.64,
,2025-10-23T13:25:13.738348,26.8,13.68,104.23,-87.25,out of range
device_004,2025-10-23T13:26:13.738348,22.82,57.69,79.78,-19.03,sensor glitch
device_004,2025-10-23T13:35:13.738348,17.03,47.07,87.79,-89.53,CRC error
device_010,2025-10-23T13:40:13.738348,25.55,100.08,81.44,-56.58,manual override
device_005,2025-10-23T13:44:13.738348,41.36,17.0,12.07,-40.6,CRC error
unknown_device,,32.5,29.34,90.62,-107.26,sensor glitch
device_009,2025-10-23T14:05:13.738348,27.86,37.77,99.86,-76.07,out of range
device_001,2025-10-23T14:19:13.738348,,90.26,98.04,-93.59,manual override
device_006,2025-10-23T14:31:13.738348,33.57,73.89,error,-56.08,
unknown_device,2025-10-23T14:35:13.738348,42.76,17.54,60.38,-95.1,out of range
device_005,2025-10-23T14:43:13.738348,45.69,36.43,47.36,-57.7,out of range
unknown_device,2025-10-23T14:53:13.738348,23.08,42.49,43.93,-68.79,manual override
,2025-10-23T15:06:13.738348,17.7,39.48,N/A,N/A,
device_003,2025-10-23T15:08:13.738348,20.0,54.43,99.24,-120.21,out of range
device_010,2025-10-23T15:10:13.738348,42.87,47.3,85.24,-47.92,out of range
device_009,2025-10-23T15:16:13.738348,49.99,28.44,86.3,-38.73,CRC error
device_010,2025-10-23T15:22:13.738348,46.42,91.93,46.53,-81.22,CRC error
device_004,2025-10-23T15:31:13.738348,15.36,9.19,37.64,-85.92,CRC error
device_009,2025-10-23T15:41:13.738348,21.03,39.8,21.2,-103.77,out of range
,2025-10-23T15:44:13.738348,47.57,99.33,84.16,-45.17,sensor glitch
device_004,2025-10-23T15:52:13.738348,32.64,62.24,3.65,-48.87,out of range
device_010,2025-10-23T15:54:13.738348,13.96,34.19,23.84,-27.62,manual override
device_003,2025-10-23T16:06:13.738348,31.5,57.54,104.12,-27.06,sensor glitch
unknown_device,2025-10-23T16:21:13.738348,22.88,68.51,87.39,-56.91,CRC error
device_006,2025-10-23T16:32:13.738348,29.72,35.06,67.99,-113.41,CRC error
device_007,2025-10-23T16:39:13.738348,44.86,25.77,27.05,-78.64,CRC error
,2025-10-23T16:45:13.738348,35.95,88.43,38.27,-84.92,manual override
device_005,2025-10-23T16:58:13.738348,34.18,56.4,73.79,-87.6,manual override
device_005,2025-10-23T17:08:13.738348,39.76,25.78,14.59,-84.05,CRC error
device_009,2025-10-23T17:16:13.738348,17.45,18.33,67.01,-47.88,out of range
,2025-10-23T17:27:13.738348,,16.35,82.25,-57.45,manual override
device_004,2025-10-23T17:36:13.738348,43.15,-4.09,77.15,-124.47,sensor glitch
device_004,2025-10-23T17:40:13.738348,,-1.57,20.76,-113.75,CRC error
device_005,2025-10-23T17:47:13.738348,16.67,2.03,76.25,-61.55,CRC error
device_004,2025-10-23T17:50:13.738348,23.37,-1.46,,-69.6,manual override
device_006,2025-10-23T17:55:13.738348,21.83,69.48,32.29,-88.71,
device_002,2025-10-23T18:04:13.738348,34.85,54.19,24.47,-62.84,CRC error
device_008,2025-10-23T18:05:13.738348,error,65.38,44.67,-40.51,CRC error
device_010,2025-10-23T18:15:13.738348,29.94,14.63,N/A,-44.52,manual override
,2025-10-23T18:26:13.738348,34.53,69.91,20.34,-81.5,sensor glitch
,2025-10-23T18:39:13.738348,34.65,92.42,81.66,-38.06,
unknown_device,2025-10-23T18:40:13.738348,26.51,75.37,92.02,-79.41,CRC error
,2025-10-23T18:49:13.738348,23.02,57.16,58.03,-92.26,CRC error
device_003,2025-10-23T18:57:13.738348,38.62,6.25,98.26,-44.85,
device_007,2025-10-23T19:09:13.738348,19.09,44.48,16.27,-60.89,out of range
device_004,2025-10-23T19:18:13.738348,unknown,92.12,33.45,error,out of range
device_008,2025-10-23T19:32:13.738348,44.51,91.26,34.42,-79.5,
unknown_device,2025-10-23T19:42:13.738348,16.72,12.84,92.43,-95.78,sensor glitch
device_009,2025-10-23T19:51:13.738348,39.77,70.52,45.12,-56.91,CRC error
,2025-10-23T19:54:13.738348,43.59,49.97,72.9,-54.3,sensor glitch
device_003,2025-10-23T20:01:13.738348,15.76,89.79,62.18,,sensor glitch
device_010,2025-10-23T20:04:13.738348,27.3,50.46,49.63,-93.01,sensor glitch
device_009,2025-10-23T20:19:13.738348,27.1,88.76,27.65,-23.21,
device_010,2025-10-23T20:28:13.738348,29.93,83.7,unknown,-26.54,
device_008,2025-10-23T20:40:13.738348,25.5,10.4,85.46,,manual override
device_002,2025-10-23T20:44:13.738348,26.16,76.21,44.05,-43.37,manual override
device_002,2025-10-23T20:55:13.738348,48.42,66.1,96.23,-27.94,sensor glitch
device_008,2025-10-23T21:08:13.738348,22.98,32.41,5.6,unknown,manual override
device_009,2025-10-23T21:13:13.738348,,85.88,7.06,error,CRC error
device_001,2025-10-23T21:24:13.738348,34.53,87.69,19.1,-119.06,manual override
device_002,2025-10-23T21:32:13.738348,35.35,106.36,28.72,-49.82,sensor glitch
device_008,2025-10-23T21:45:13.738348,34.09,81.27,N/A,-56.11,out of range
device_008,2025-10-23T21:55:13.738348,14.82,20.13,41.56,-99.88,sensor glitch
device_003,2025-10-23T22:01:13.738348,16.9,82.67,38.77,-67.5,CRC error
,2025-10-23T22:13:13.738348,16.57,92.43,74.38,-61.93,manual override
device_007,2025-10-23T22:14:13.738348,24.65,83.87,29.42,-76.17,CRC error
,2025-10-23T22:22:13.738348,32.79,76.41,26.59,-46.64,out of range
unknown_device,2025-10-23T22:27:13.738348,29.01,80.48,error,-89.95,manual override
device_003,2025-10-23T22:38:13.738348,20.72,96.98,84.22,-85.2,
device_002,2025-10-23T22:52:13.738348,20.85,47.74,10.42,unknown,out of range
device_004,2025-10-23T22:56:13.738348,38.72,37.05,95.3,-93.26,CRC error
,2025-10-23T22:59:13.738348,31.22,28.94,44.75,-60.56,out of range
device_003,2025-10-23T23:13:13.738348,36.39,85.48,51.02,-56.94,out of range
,2025-10-23T23:23:13.738348,44.0,83.93,39.13,-86.27,manual override
device_002,2025-10-23T23:30:13.738348,36.74,34.74,84.19,-61.25,sensor glitch
device_002,2025-10-23T23:40:13.738348,39.41,67.95,38.23,-66.75,manual override
device_007,2025-10-23T23:43:13.738348,35.18,22.4,19.37,-99.02,out of range
device_003,2025-10-23T23:45:13.738348,9.42,46.94,90.51,-89.4,
device_004,2025-10-23T23:53:13.738348,38.46,47.03,24.01,-107.48,sensor glitch
,2025-10-23T23:54:13.738348,20.6,63.15,85.98,-118.15,CRC error
device_009,2025-10-23T23:55:13.738348,21.85,-6.47,8.78,-102.95,sensor glitch
,2025-10-24T00:08:13.738348,13.54,53.08,31.04,-75.42,manual override
,2025-10-24T00:11:13.738348,26.8,76.29,97.56,-48.89,sensor glitch
,2025-10-24T00:19:13.738348,16.32,68.25,91.34,N/A,
device_008,2025-10-24T00:24:13.738348,16.43,43.22,67.83,-92.47,CRC error
device_003,2025-10-24T00:34:13.738348,37.98,6.56,42.02,-86.79,CRC error
device_009,2025-10-24T00:40:13.738348,36.17,57.53,11.23,-52.89,sensor glitch
device_004,2025-10-24T00:51:13.738348,37.28,91.18,66.94,-54.07,CRC error
device_008,2025-10-24T01:05:13.738348,36.87,90.59,74.81,-101.36,out of range
device_010,2025-10-24T01:06:13.738348,13.48,53.17,19.39,,
device_004,2025-10-24T01:07:13.738348,39.81,29.68,42.03,-111.43,sensor glitch
device_003,2025-10-24T01:15:13.738348,31.22,38.11,62.17,-57.97,manual override
device_010,,22.87,61.58,91.26,-24.22,CRC error
device_005,2025-10-24T01:22:13.738348,error,65.36,73.27,-37.05,sensor glitch
device_002,2025-10-24T01:25:13.738348,26.41,62.3,76.6,-83.55,sensor glitch
device_009,2025-10-24T01:29:13.738348,38.34,17.23,98.43,-76.74,out of range
device_004,2025-10-24T01:42:13.738348,20.5,55.87,29.77,-79.06,out of range
device_006,2025-10-24T01:44:13.738348,24.62,60.45,error,-54.33,CRC error
device_010,2025-10-24T01:59:13.738348,21.19,10.24,60.79,-60.02,CRC error
device_003,2025-10-24T02:12:13.738348,29.29,74.61,29.75,,CRC error
device_006,2025-10-24T02:15:13.738348,22.86,4.24,65.39,-45.98,manual override
device_006,invalid,32.35,14.49,81.07,-74.49,manual override
unknown_device,2025-10-24T02:29:13.738348,50.31,83.84,71.35,-92.49,manual override
device_006,2025-10-24T02:41:13.738348,43.87,50.93,76.41,-90.8,sensor glitch
,2025-10-24T02:51:13.738348,,,,-38.4,CRC error
device_001,2025-10-24T02:53:13.738348,42.07,80.01,73.44,-62.62,out of range
device_009,2025-10-24T03:07:13.738348,,68.28,31.23,-69.77,CRC error
device_002,2025-10-24T03:12:13.738348,29.35,83.04,26.92,-72.09,sensor glitch
device_003,2025-10-24T03:15:13.738348,39.0,68.4,17.31,-77.07,
device_006,2025-10-24T03:17:13.738348,27.84,,64.53,N/A,
device_008,2025-10-24T03:32:13.738348,24.24,-0.76,19.49,-81.34,
device_007,2025-10-24T03:40:13.738348,44.4,29.31,26.03,unknown,sensor glitch
device_008,2025-10-24T03:43:13.738348,42.09,7.17,71.03,-125.0,
,2025-10-24T03:54:13.738348,32.88,60.94,86.82,-94.06,
,2025-10-24T04:02:13.738348,43.14,39.57,56.62,-61.42,out of range
device_009,2025-10-24T04:05:13.738348,32.03,98.45,27.05,-70.71,out of range
device_007,2025-10-24T04:09:13.738348,34.95,39.6,28.29,-88.99,
device_001,2025-10-24T04:17:13.738348,38.71,23.23,79.57,-91.1,manual override
device_005,2025-10-24T04:24:13.738348,16.83,40.64,,-58.5,manual override
device_003,2025-10-24T04:37:13.738348,error,73.05,86.02,-13.86,CRC error
unknown_device,2025-10-24T04:38:13.738348,22.72,59.44,54.19,-125.15,sensor glitch
unknown_device,2025-13-40,18.44,9.18,99.15,-115.03,sensor glitch
device_002,,error,95.87,81.39,-36.23,manual override
unknown_device,2025-10-24T05:02:13.738348,30.9,70.16,17.63,-93.05,out of range
device_003,2025-10-24T05:05:13.738348,36.98,32.4,20.18,-95.9,sensor glitch
device_005,2025-10-24T05:20:13.738348,43.27,67.96,51.3,-57.14,
device_004,2025-10-24T05:31:13.738348,19.57,22.58,33.33,-51.6,
device_002,2025-10-24T05:37:13.738348,20.97,79.86,37.08,-71.8,CRC error
device_005,2025-10-24T05:40:13.738348,41.95,15.37,17.96,-51.48,manual override
device_003,2025-10-24T05:52:13.738348,29.9,80.18,62.36,-59.19,out of range
unknown_device,invalid,33.85,61.09,18.76,-116.17,out of range
device_004,2025-10-24T06:09:13.738348,21.62,91.67,18.27,-106.42,CRC error
device_003,2025-10-24T06:14:13.738348,33.93,68.22,30.74,-85.4,manual override
device_002,2025-10-24T06:25:13.738348,41.07,90.85,89.85,-112.12,CRC error
device_010,2025-10-24T06:36:13.738348,35.97,68.06,99.27,-108.89,sensor glitch
device_004,2025-10-24T06:51:13.738348,25.93,-2.39,88.99,-36.53,sensor glitch
device_005,2025-10-24T06:57:13.738348,37.33,62.89,22.55,-77.24,sensor glitch
device_007,2025-10-24T06:58:13.738348,21.33,62.51,53.39,-74.0,sensor glitch
device_006,2025-10-24T07:11:13.738348,34.17,35.03,1.74,-78.35,sensor glitch
device_001,2025-10-24T07:24:13.738348,39.5,23.27,48.34,-78.18,
device_007,2025-10-24T07:28:13.738348,27.78,51.7,45.64,-43.06,manual override
device_004,2025-10-24T07:39:13.738348,36.49,58.35,24.1,,
unknown_device,2025-10-24T07:47:13.738348,39.75,21.94,60.42,-101.33,sensor glitch
device_005,2025-10-24T08:02:13.738348,29.02,89.82,54.99,-112.01,out of range
device_001,2025-10-24T08:12:13.738348,12.27,71.07,67.36,N/A,CRC error
unknown_device,2025-10-24T08:14:13.738348,41.85,12.1,14.52,-99.17,out of range
unknown_device,2025-10-24T08:24:13.738348,36.38,33.61,37.0,-44.17,
device_010,2025-10-24T08:33:13.738348,error,7.3,92.81,-76.03,manual override
device_006,2025-10-24T08:35:13.738348,16.34,8.3,40.78,-97.8,manual override
device_009,2025-10-24T08:42:13.738348,39.64,,28.33,-57.88,CRC error
device_001,2025-10-24T08:53:13.738348,42.35,42.65,70.62,-35.83,CRC error
unknown_device,2025-10-24T09:01:13.738348,N/A,75.96,70.74,-83.4,out of range
device_003,2025-10-24T09:14:13.738348,20.18,27.49,51.68,-28.29,
,2025-10-24T09:15:13.738348,46.3,62.77,56.72,-126.89,manual override
device_010,2025-10-24T09:26:13.738348,46.06,58.98,15.32,-101.98,manual override
device_010,2025-10-24T09:38:13.738348,41.67,96.78,89.38,-65.0,CRC error
device_010,2025-10-24T09:41:13.738348,28.64,51.47,30.61,-80.05,CRC error
device_009,2025-10-24T09:50:13.738348,41.65,34.15,22.3,-104.61,
device_005,2025-10-24T10:03:13.738348,35.36,95.7,76.35,-101.51,
device_003,2025-10-24T10:06:13.738348,45.77,-1.48,42.07,unknown,sensor glitch
device_001,2025-10-24T10:13:13.738348,17.78,84.09,16.21,-100.21,out of range
,2025-10-24T10:14:13.738348,16.88,38.94,96.46,-111.51,
unknown_device,2025-10-24T10:18:13.738348,29.96,9.15,90.14,-94.42,sensor glitch
device_005,2025-10-24T10:28:13.738348,41.84,96.01,103.16,-112.36,manual override
device_006,2025-10-24T10:43:13.738348,37.21,88.79,62.13,-104.37,CRC error
device_007,2025-10-24T10:52:13.738348,24.92,unknown,66.36,-77.75,out of range
device_008,2025-10-24T10:53:13.738348,42.67,54.64,36.32,-66.11,
device_010,2025-10-24T10:57:13.738348,22.0,92.08,15.36,-34.65,sensor glitch
device_003,2025-10-21T08:48:13.738348,21.62,25.12,33.37,N/A,sensor glitch
device_006,,34.08,70.51,90.91,-117.48,CRC error
,2025-10-21T09:03:13.738348,27.86,,10.02,-38.51,out of range
device_005,2025-10-21T09:10:13.738348,39.46,,97.58,-47.47,out of range
unknown_device,2025-10-21T09:17:13.738348,25.92,86.83,29.44,-116.07,sensor glitch
unknown_device,2025-10-21T09:32:13.738348,17.42,-7.33,83.28,-103.05,sensor glitch
device_001,2025-10-21T09:47:13.738348,17.39,60.84,N/A,-88.56,CRC error
device_005,2025-10-21T09:50:13.738348,33.69,,73.02,-100.68,
device_006,2025-10-21T09:54:13.738348,43.19,34.09,35.72,-36.37,
device_001,2025-10-21T09:59:13.738348,unknown,26.23,48.49,-73.55,manual override
,2025-10-21T10:03:13.738348,23.86,24.23,23.41,-26.0,sensor glitch
,2025-10-21T10:10:13.738348,30.26,98.12,22.58,-70.83,CRC error
device_003,2025-10-21T10:23:13.738348,33.09,75.05,18.88,-52.34,sensor glitch
device_001,2025-10-21T10:31:13.738348,31.98,3.93,48.1,-104.02,CRC error
device_010,2025-10-21T10:37:13.738348,40.9,63.18,86.52,-78.74,
device_004,,37.3,70.95,98.08,-113.08,sensor glitch
,2025-10-21T10:48:13.738348,26.4,52.59,82.61,-76.31,out of range
device_001,2025-10-21T10:57:13.738348,36.62,100.68,23.53,-98.64,out of range
device_002,2025-10-21T11:08:13.738348,24.08,27.16,60.51,-50.39,manual override
device_006,2025-10-21T11:11:13.738348,error,99.05,51.12,error,CRC error
,2025-10-21T11:26:13.738348,17.23,68.26,24.82,-77.89,sensor glitch
,2025-10-21T11:33:13.738348,45.14,38.36,17.73,-100.69,out of range
device_008,2025-10-21T11:37:13.738348,20.33,60.58,88.6,-77.59,manual override
,2025-10-21T11:44:13.738348,26.41,1.07,13.01,-107.5,manual override
,2025-10-21T11:50:13.738348,35.85,97.67,55.72,-24.75,out of range
device_007,2025-10-21T11:58:13.738348,24.5,39.37,23.27,-79.48,CRC error
device_005,2025-10-21T12:07:13.738348,46.52,30.18,36.32,-65.98,sensor glitch
device_001,2025-10-21T12:18:13.738348,23.26,6.54,37.13,-81.7,CRC error
device_001,2025-10-21T12:30:13.738348,27.19,26.74,45.09,-44.19,manual override
device_003,2025-10-21T12:37:13.738348,35.55,71.36,89.28,-30.47,sensor glitch
,2025-10-21T12:47:13.738348,34.24,6.76,52.78,-79.48,sensor glitch
device_003,2025-10-21T12:50:13.738348,24.91,73.16,35.93,-41.35,sensor glitch
,2025-10-21T12:54:13.738348,46.15,92.43,68.94,-75.01,sensor glitch
device_001,2025-10-21T13:01:13.738348,error,72.59,12.24,-128.95,out of range
,2025-10-21T13:09:13.738348,26.93,72.77,48.15,-62.71,sensor glitch
device_007,2025-10-21T13:20:13.738348,,37.73,51.72,,CRC error
device_002,2025-10-21T13:31:13.738348,35.89,N/A,21.66,-23.51,out of range
device_004,2025-10-21T13:33:13.738348,24.62,13.47,99.6,-94.44,
device_002,2025-10-21T13:41:13.738348,21.46,6.31,43.2,-67.85,sensor glitch
,2025-10-21T13:53:13.738348,42.02,45.02,70.44,-20.86,sensor glitch
,2025-10-21T13:57:13.738348,42.63,49.31,60.12,-69.67,CRC error
,2025-10-21T14:09:13.738348,23.9,95.35,28.71,-77.98,out of range
device_010,2025-10-21T14:23:13.738348,29.03,45.72,49.06,-96.09,out of range
,2025-10-21T14:37:13.738348,22.3,76.11,48.31,-77.2,CRC error
device_004,2025-10-21T14:42:13.738348,30.96,19.97,93.31,-67.98,
device_001,2025-10-21T14:48:13.738348,35.55,26.2,50.19,-50.72,CRC error
device_002,2025-10-21T15:03:13.738348,25.69,74.34,43.46,-61.03,out of range
device_006,2025-10-21T15:08:13.738348,25.05,7.19,48.96,-111.49,CRC error
device_008,2025-10-21T15:21:13.738348,18.63,55.83,18.9,-54.31,sensor glitch
device_010,2025-10-21T15:23:13.738348,38.4,35.23,16.7,-100.36,CRC error
device_003,2025-10-21T15:24:13.738348,28.08,42.79,21.76,-67.63,out of range
,2025-10-21T15:30:13.738348,29.2,67.59,18.89,-104.35,manual override
,2025-10-21T15:43:13.738348,37.96,55.29,31.61,-108.16,manual override
unknown_device,2025-10-21T15:49:13.738348,28.75,43.36,81.85,-133.63,
device_006,2025-10-21T16:04:13.738348,43.21,52.16,58.65,-45.47,
device_006,2025-10-21T16:19:13.738348,18.96,63.77,13.23,-48.76,
,2025-10-21T16:31:13.738348,30.88,67.21,48.38,-31.5,CRC error
